timestamp,srcip,state,attack_cat,prob_attack
2025-05-14 20:26:50,152.94.137.162,SF,Exploits,0.703
2025-05-14 20:26:50,63.55.200.155,SF,Exploits,0.681
2025-05-14 20:26:50,170.123.130.232,SF,Exploits,0.628
2025-05-14 20:26:51,178.17.171.19,SF,Fuzzers,0.627
2025-05-14 20:26:51,171.218.250.99,SF,Exploits,0.711
2025-05-14 20:26:51,30.81.64.151,SF,Fuzzers,0.691
2025-05-14 20:26:51,198.249.114.51,SF,Exploits,0.668
2025-05-14 20:26:51,95.227.164.232,SF,Exploits,0.707
2025-05-14 20:26:52,155.14.211.240,SF,Exploits,0.602
2025-05-14 20:26:52,35.196.89.87,SF,Fuzzers,0.644
2025-05-14 20:26:52,197.131.10.74,SF,Exploits,0.601
2025-05-14 20:26:53,52.207.157.170,SF,Exploits,0.629
2025-05-14 20:26:53,63.85.248.169,SF,Exploits,0.666
2025-05-14 20:26:53,144.142.88.25,SF,Exploits,0.646
2025-05-14 20:26:53,107.137.101.140,SF,Fuzzers,0.609
2025-05-14 20:26:53,54.9.36.30,SF,Fuzzers,0.621
2025-05-14 20:26:53,155.208.45.26,SF,DoS,0.643
2025-05-14 20:26:54,108.151.117.179,SF,Exploits,0.690
2025-05-14 20:26:54,207.25.251.27,SF,Exploits,0.735
2025-05-14 20:26:54,88.109.0.234,SF,Fuzzers,0.609
2025-05-14 20:26:54,37.155.137.133,SF,Fuzzers,0.606
2025-05-14 20:26:54,41.158.222.46,SF,Exploits,0.659
2025-05-14 20:26:54,101.216.145.233,SF,Exploits,0.652
2025-05-14 20:26:55,177.178.193.176,SF,Exploits,0.675
2025-05-14 20:26:55,118.138.4.10,SF,Exploits,0.616
2025-05-14 20:26:55,216.73.189.123,SF,Exploits,0.640
2025-05-14 20:26:55,232.13.85.216,SF,Exploits,0.632
2025-05-14 20:26:55,7.47.177.191,SF,Exploits,0.620
2025-05-14 20:26:56,111.242.27.17,SF,Exploits,0.722
2025-05-14 20:26:56,71.127.171.102,SF,Exploits,0.632
2025-05-14 20:26:56,193.123.218.174,SF,DoS,0.674
2025-05-14 20:26:56,23.152.179.195,SF,Fuzzers,0.658
2025-05-14 20:26:56,148.96.238.98,SF,Exploits,0.717
2025-05-14 20:26:57,177.107.36.28,SF,Exploits,0.612
2025-05-14 20:26:57,52.186.127.182,SF,Exploits,0.650
2025-05-14 20:26:57,183.51.184.139,SF,Fuzzers,0.743
2025-05-14 20:26:57,24.99.214.105,SF,Exploits,0.604
2025-05-14 20:26:57,57.64.13.196,SF,Exploits,0.664
2025-05-14 20:26:58,233.87.138.234,SF,Exploits,0.671
2025-05-14 20:26:58,57.216.44.92,SF,Exploits,0.625
2025-05-14 20:26:58,208.169.199.18,SF,Exploits,0.632
2025-05-14 20:26:58,16.30.198.151,SF,Exploits,0.654
2025-05-14 20:26:59,196.44.48.60,REJ,Exploits,0.619
2025-05-14 20:26:59,74.130.35.184,SF,Exploits,0.694
2025-05-14 20:26:59,29.71.140.224,SF,Exploits,0.625
2025-05-14 20:26:59,139.251.79.11,SF,Fuzzers,0.687
2025-05-14 20:27:00,53.57.177.12,SF,Exploits,0.607
2025-05-14 20:27:00,2.205.234.45,SF,Fuzzers,0.690
2025-05-14 20:27:00,202.238.148.4,SF,Exploits,0.652
2025-05-14 20:27:00,62.199.4.189,SF,Fuzzers,0.626
2025-05-14 20:27:00,155.92.146.167,SF,Exploits,0.629
2025-05-14 20:27:01,59.121.78.167,SF,Fuzzers,0.651
2025-05-14 20:27:01,118.166.64.29,SF,Exploits,0.704
2025-05-14 20:27:01,134.116.192.63,SF,Exploits,0.618
2025-05-14 20:27:01,202.127.37.92,SF,Fuzzers,0.610
2025-05-14 20:27:01,227.255.59.82,SF,Exploits,0.644
2025-05-14 20:27:01,106.158.161.203,SF,Exploits,0.662
2025-05-14 20:27:01,113.19.24.111,SF,Fuzzers,0.717
2025-05-14 20:27:01,126.53.183.70,SF,Exploits,0.612
2025-05-14 20:27:02,61.220.77.198,SF,Exploits,0.698
2025-05-14 20:27:02,72.63.129.210,SF,DoS,0.657
2025-05-14 20:27:02,30.76.219.22,SF,Exploits,0.664
2025-05-14 20:27:02,58.184.11.160,SF,Exploits,0.663
2025-05-14 20:27:02,169.63.109.11,SF,Exploits,0.705
2025-05-14 20:27:02,25.179.71.180,SF,Exploits,0.622
2025-05-14 20:27:02,98.181.115.138,SF,Fuzzers,0.734
2025-05-14 20:27:03,197.195.93.150,SF,Fuzzers,0.676
2025-05-14 20:27:03,207.191.121.50,SF,Exploits,0.677
2025-05-14 20:27:03,170.207.109.21,SF,Fuzzers,0.621
2025-05-14 20:27:03,151.95.108.55,SF,Exploits,0.658
2025-05-14 20:27:03,107.73.129.199,SF,Fuzzers,0.655
2025-05-14 20:27:04,185.129.196.42,SF,Fuzzers,0.683
2025-05-14 20:27:04,206.77.139.254,SF,Fuzzers,0.715
2025-05-14 20:27:04,141.117.66.149,SF,Exploits,0.609
2025-05-14 20:27:04,217.84.26.140,SF,Exploits,0.615
2025-05-14 20:27:04,206.162.95.158,SF,Fuzzers,0.686
2025-05-14 20:27:05,127.208.59.15,SF,Exploits,0.652
2025-05-14 20:27:05,190.78.228.86,SF,Exploits,0.731
2025-05-14 20:27:05,120.61.148.243,SF,Exploits,0.723
2025-05-14 20:27:05,191.152.248.136,SF,Fuzzers,0.625
2025-05-14 20:27:05,33.56.192.130,SF,Exploits,0.631
2025-05-14 20:27:06,54.16.164.124,SF,Exploits,0.627
2025-05-14 20:27:06,73.47.148.101,SF,Fuzzers,0.609
2025-05-14 20:27:06,101.23.132.26,SF,Fuzzers,0.704
2025-05-14 20:27:06,127.145.152.106,SF,Exploits,0.631
2025-05-14 20:27:06,221.41.40.47,SF,Exploits,0.621
2025-05-14 20:27:06,169.135.185.225,SF,Exploits,0.641
2025-05-14 20:27:06,158.243.241.152,SF,Exploits,0.652
2025-05-14 20:27:07,164.146.205.31,SF,Exploits,0.662
2025-05-14 20:27:07,28.71.220.107,SF,Exploits,0.654
2025-05-14 20:27:07,148.129.183.59,SF,Exploits,0.718
2025-05-14 20:27:07,235.34.24.3,SF,Fuzzers,0.610
2025-05-14 20:27:07,169.66.223.9,SF,Fuzzers,0.692
2025-05-14 20:27:07,9.62.97.252,SF,Exploits,0.614
2025-05-14 20:27:08,152.201.222.63,SF,Exploits,0.644
2025-05-14 20:27:08,120.184.178.154,SF,Fuzzers,0.656
2025-05-14 20:27:08,136.180.116.125,SF,Fuzzers,0.605
2025-05-14 20:27:08,10.244.242.179,SF,Exploits,0.682
2025-05-14 20:27:08,117.230.10.58,SF,Exploits,0.623
2025-05-14 20:27:08,165.144.40.4,SF,Exploits,0.600
2025-05-14 20:27:08,53.186.191.216,SF,Exploits,0.618
2025-05-14 20:27:08,38.7.47.170,SF,Fuzzers,0.656
2025-05-14 20:27:09,76.53.207.175,SF,Exploits,0.609
2025-05-14 20:27:09,22.96.38.188,SF,Exploits,0.627
2025-05-14 20:27:09,130.221.210.55,SF,Fuzzers,0.629
2025-05-14 20:27:09,182.105.35.133,SF,Exploits,0.662
2025-05-14 20:27:09,207.132.47.136,SF,Exploits,0.647
2025-05-14 20:27:09,34.79.149.233,SF,Fuzzers,0.701
2025-05-14 20:27:09,153.172.174.49,SF,Fuzzers,0.612
2025-05-14 20:27:10,191.16.52.221,SF,Exploits,0.606
2025-05-14 20:27:10,69.47.158.37,SF,Fuzzers,0.682
2025-05-14 20:27:10,181.175.83.147,SF,Exploits,0.624
2025-05-14 20:27:10,126.100.239.85,SF,Exploits,0.602
2025-05-14 20:27:10,114.235.108.217,SF,Exploits,0.655
2025-05-14 20:27:10,36.186.135.220,SF,Fuzzers,0.629
2025-05-14 20:27:10,48.251.50.221,SF,Exploits,0.646
2025-05-14 20:27:11,32.245.85.227,SF,Fuzzers,0.639
2025-05-14 20:27:11,195.233.141.146,SF,Exploits,0.714
2025-05-14 20:27:11,123.203.95.45,SF,DoS,0.677
2025-05-14 20:27:11,169.129.133.100,SF,Exploits,0.619
2025-05-14 20:27:11,246.63.113.143,SF,Fuzzers,0.678
2025-05-14 20:27:11,178.160.172.30,SF,Exploits,0.675
2025-05-14 20:27:11,99.86.50.26,SF,Exploits,0.606
2025-05-14 20:27:12,212.105.113.233,SF,Exploits,0.689
2025-05-14 20:27:12,246.55.122.153,SF,Exploits,0.617
2025-05-14 20:27:12,82.8.226.124,SF,Exploits,0.610
2025-05-14 20:27:12,64.226.212.181,SF,Exploits,0.716
2025-05-14 20:27:12,86.233.155.100,SF,Exploits,0.750
2025-05-14 20:27:12,22.201.84.14,SF,Exploits,0.644
2025-05-14 20:27:12,2.252.18.184,SF,Fuzzers,0.681
2025-05-14 20:27:12,145.113.245.51,SF,DoS,0.666
2025-05-14 20:27:13,221.101.173.43,SF,Exploits,0.650
2025-05-14 20:27:13,164.72.82.138,SF,Fuzzers,0.629
2025-05-14 20:27:13,223.185.237.105,SF,Exploits,0.662
2025-05-14 20:27:13,72.34.254.40,SF,Exploits,0.661
2025-05-14 20:27:13,47.227.56.110,SF,Exploits,0.683
2025-05-14 20:27:13,18.112.186.29,SF,Fuzzers,0.661
2025-05-14 20:27:14,183.191.81.72,SF,Exploits,0.672
2025-05-14 20:27:14,47.107.202.92,SF,Exploits,0.615
2025-05-14 20:27:14,231.144.151.229,SF,Exploits,0.668
2025-05-14 20:27:15,17.249.90.104,SF,Fuzzers,0.677
2025-05-14 20:27:15,167.180.216.182,SF,Exploits,0.691
2025-05-14 20:27:15,93.130.75.242,SF,Fuzzers,0.652
2025-05-14 20:27:15,238.112.38.187,SF,Exploits,0.652
2025-05-14 20:27:16,26.235.5.30,SF,Exploits,0.641
2025-05-14 20:27:16,195.99.14.110,SF,Exploits,0.688
2025-05-14 20:27:16,22.55.200.239,SF,Exploits,0.669
2025-05-14 20:27:16,46.74.9.28,SF,Exploits,0.612
2025-05-14 20:27:16,194.192.204.217,SF,Exploits,0.626
2025-05-14 20:27:16,104.79.198.126,SF,Exploits,0.700
2025-05-14 20:27:17,68.86.71.78,SF,Exploits,0.638
2025-05-14 20:27:17,158.140.126.195,SF,Exploits,0.641
2025-05-14 20:27:17,114.3.246.110,SF,Exploits,0.661
2025-05-14 20:27:18,132.149.57.167,SF,Exploits,0.673
2025-05-14 20:27:18,110.53.126.85,SF,Exploits,0.668
2025-05-14 20:27:18,183.16.110.11,REJ,Exploits,0.693
2025-05-14 20:27:18,123.227.223.5,SF,Fuzzers,0.641
2025-05-14 20:27:18,219.161.87.29,SF,Exploits,0.613
2025-05-14 20:27:18,10.26.19.214,SF,Exploits,0.670
2025-05-14 20:27:19,234.123.221.198,SF,Exploits,0.617
2025-05-14 20:27:19,106.175.170.15,SF,Exploits,0.604
2025-05-14 20:27:19,27.174.102.23,SF,Exploits,0.618
2025-05-14 20:27:19,219.41.165.184,SF,Exploits,0.640
2025-05-14 20:27:19,217.240.37.84,SF,Exploits,0.628
2025-05-14 20:27:19,75.215.158.109,SF,Exploits,0.623
2025-05-14 20:27:20,67.178.235.113,SF,Exploits,0.600
2025-05-14 20:27:20,175.181.0.133,SF,DoS,0.670
2025-05-14 20:27:20,179.214.234.244,SF,Exploits,0.643
2025-05-14 20:27:20,43.201.85.178,SF,Fuzzers,0.660
2025-05-14 20:27:20,65.97.66.41,SF,Exploits,0.650
2025-05-14 20:27:21,60.20.222.173,SF,Fuzzers,0.675
2025-05-14 20:27:21,47.110.135.197,SF,Fuzzers,0.662
2025-05-14 20:27:21,246.150.175.28,SF,Exploits,0.691
2025-05-14 20:27:21,123.164.163.61,SF,Fuzzers,0.726
2025-05-14 20:27:21,31.255.163.67,SF,Exploits,0.604
2025-05-14 20:27:21,81.38.238.24,SF,Exploits,0.676
2025-05-14 20:27:22,52.202.162.11,SF,Exploits,0.645
2025-05-14 20:27:22,62.104.102.204,SF,Exploits,0.650
2025-05-14 20:27:22,110.225.67.159,SF,Exploits,0.673
2025-05-14 20:27:22,53.87.238.96,SF,Exploits,0.628
2025-05-14 20:27:22,225.37.50.138,SF,Exploits,0.643
2025-05-14 20:27:22,142.7.138.17,SF,Exploits,0.675
2025-05-14 20:27:23,228.126.73.39,SF,Fuzzers,0.653
2025-05-14 20:27:23,68.22.19.109,SF,Exploits,0.674
2025-05-14 20:27:23,122.38.114.118,SF,Exploits,0.720
2025-05-14 20:27:23,139.20.79.11,SF,Exploits,0.628
2025-05-14 20:27:23,69.153.244.6,SF,Fuzzers,0.613
2025-05-14 20:27:24,125.255.55.245,SF,Fuzzers,0.622
2025-05-14 20:27:24,75.223.158.234,SF,Fuzzers,0.617
2025-05-14 20:27:24,132.111.26.180,SF,Fuzzers,0.602
2025-05-14 20:27:24,27.53.237.54,SF,Exploits,0.707
2025-05-14 20:27:24,196.187.215.250,SF,Fuzzers,0.614
2025-05-14 20:27:25,56.171.37.182,SF,Exploits,0.627
2025-05-14 20:27:25,221.151.196.165,SF,Fuzzers,0.659
2025-05-14 20:27:25,234.218.192.119,SF,Exploits,0.639
2025-05-14 20:27:25,3.55.191.86,SF,Fuzzers,0.641
2025-05-14 20:27:25,153.87.199.81,SF,Exploits,0.663
2025-05-14 20:27:26,254.157.88.61,SF,Fuzzers,0.706
2025-05-14 20:27:26,251.142.234.25,SF,Exploits,0.616
2025-05-14 20:27:26,234.223.155.134,SF,Exploits,0.659
2025-05-14 20:27:26,73.251.232.40,SF,Fuzzers,0.657
2025-05-14 20:27:26,15.2.94.235,SF,Exploits,0.660
2025-05-14 20:27:26,102.235.39.89,SF,Exploits,0.743
2025-05-14 20:27:27,196.138.165.73,SF,Exploits,0.671
2025-05-14 20:27:27,93.36.144.37,SF,Exploits,0.609
2025-05-14 20:27:27,1.40.143.156,SF,Exploits,0.702
2025-05-14 20:27:27,60.162.159.61,SF,Exploits,0.626
2025-05-14 20:27:27,81.204.127.180,SF,Exploits,0.664
2025-05-14 20:27:27,132.33.170.160,SF,Exploits,0.609
2025-05-14 20:27:28,214.25.231.211,SF,Exploits,0.667
2025-05-14 20:27:28,158.148.209.142,SF,Exploits,0.617
2025-05-14 20:27:28,245.126.88.93,SF,Exploits,0.648
2025-05-14 20:27:28,69.220.58.239,SF,Exploits,0.683
2025-05-14 20:27:28,108.100.239.250,SF,Exploits,0.655
2025-05-14 20:27:28,117.48.113.224,SF,Exploits,0.719
2025-05-14 20:27:29,141.67.3.204,SF,Exploits,0.655
2025-05-14 20:27:29,219.115.223.215,SF,Fuzzers,0.755
2025-05-14 20:27:29,147.140.6.94,REJ,Exploits,0.730
2025-05-14 20:27:29,206.230.217.93,SF,Exploits,0.604
2025-05-14 20:27:30,93.148.140.117,SF,Fuzzers,0.639
2025-05-14 20:27:30,185.10.214.179,SF,Fuzzers,0.612
2025-05-14 20:27:30,204.115.96.199,SF,Fuzzers,0.627
2025-05-14 20:27:30,223.255.110.211,SF,Exploits,0.626
2025-05-14 20:27:30,66.50.117.114,SF,Exploits,0.621
2025-05-14 20:27:30,240.11.5.74,SF,Exploits,0.670
2025-05-14 20:27:31,91.239.11.195,SF,Exploits,0.641
2025-05-14 20:27:31,254.197.39.200,SF,Exploits,0.630
2025-05-14 20:27:31,196.143.53.190,SF,Fuzzers,0.679
2025-05-14 20:27:31,242.10.38.140,SF,Fuzzers,0.677
2025-05-14 20:27:31,117.99.7.9,SF,Exploits,0.707
2025-05-14 20:27:32,72.162.119.70,SF,Exploits,0.728
2025-05-14 20:27:32,71.25.6.142,SF,Exploits,0.694
2025-05-14 20:27:32,189.49.231.67,SF,Exploits,0.628
2025-05-14 20:27:32,85.41.122.86,SF,Exploits,0.649
2025-05-14 20:27:32,225.99.67.43,SF,DoS,0.637
2025-05-14 20:27:33,254.178.110.240,SF,Exploits,0.704
2025-05-14 20:27:33,42.108.183.240,SF,Fuzzers,0.626
2025-05-14 20:27:33,250.49.251.253,SF,Exploits,0.629
2025-05-14 20:27:33,18.49.138.56,SF,Fuzzers,0.651
2025-05-14 20:27:33,212.252.12.70,SF,Exploits,0.711
2025-05-14 20:27:33,150.126.186.185,SF,Exploits,0.600
2025-05-14 20:27:34,63.236.127.88,SF,Exploits,0.709
2025-05-14 20:27:34,155.208.196.199,SF,Exploits,0.658
2025-05-14 20:27:35,247.133.182.22,SF,Fuzzers,0.632
2025-05-14 20:27:35,152.230.188.132,SF,Exploits,0.667
2025-05-14 20:27:35,153.21.72.57,SF,Exploits,0.694
2025-05-14 20:27:35,151.24.71.48,SF,Exploits,0.722
2025-05-14 20:27:35,188.8.96.99,SF,Fuzzers,0.626
2025-05-14 20:27:36,223.9.12.194,SF,Exploits,0.671
2025-05-14 20:27:36,208.18.126.155,SF,Exploits,0.677
2025-05-14 20:27:36,89.207.237.81,SF,Exploits,0.627
2025-05-14 20:27:36,125.108.51.148,SF,Exploits,0.742
2025-05-14 20:27:36,78.58.153.111,SF,Exploits,0.664
2025-05-14 20:27:37,171.42.174.12,SF,Exploits,0.617
2025-05-14 20:27:37,137.141.217.65,SF,Exploits,0.680
2025-05-14 20:27:37,124.118.16.130,SF,Exploits,0.677
2025-05-14 20:27:38,65.85.80.14,SF,Fuzzers,0.625
2025-05-14 20:27:38,65.7.80.122,SF,Exploits,0.665
2025-05-14 20:27:38,216.99.69.166,SF,Fuzzers,0.675
2025-05-14 20:27:38,150.95.95.162,SF,Exploits,0.649
2025-05-14 20:27:38,20.145.212.153,SF,Exploits,0.673
2025-05-14 20:27:39,17.223.138.136,SF,Exploits,0.638
2025-05-14 20:27:39,96.217.253.5,SF,Exploits,0.613
2025-05-14 20:27:39,52.103.48.16,SF,Exploits,0.628
2025-05-14 20:27:39,42.246.180.112,SF,Fuzzers,0.629
2025-05-14 20:27:39,165.230.49.54,SF,Exploits,0.626
2025-05-14 20:27:40,236.161.248.210,SF,Exploits,0.611
2025-05-14 20:27:40,106.234.71.191,SF,Exploits,0.711
2025-05-14 20:27:40,146.250.212.134,SF,Fuzzers,0.699
2025-05-14 20:27:40,33.141.36.100,SF,Exploits,0.661
2025-05-14 20:27:40,38.121.155.150,SF,Exploits,0.663
2025-05-14 20:27:40,197.246.134.240,SF,Fuzzers,0.687
2025-05-14 20:27:41,102.63.71.65,SF,Fuzzers,0.617
2025-05-14 20:27:41,147.32.131.172,REJ,Exploits,0.616
2025-05-14 20:27:41,112.239.37.201,SF,Exploits,0.630
2025-05-14 20:27:41,3.237.78.105,SF,Exploits,0.669
2025-05-14 20:27:42,55.36.243.161,SF,Fuzzers,0.665
2025-05-14 20:27:42,249.166.85.96,SF,Exploits,0.681
2025-05-14 20:27:42,168.229.65.62,SF,Fuzzers,0.694
2025-05-14 20:27:42,120.148.196.172,SF,Exploits,0.660
2025-05-14 20:27:42,181.173.10.241,SF,Fuzzers,0.631
2025-05-14 20:27:43,78.246.61.229,SF,Fuzzers,0.708
2025-05-14 20:27:43,89.6.18.245,SF,Exploits,0.638
2025-05-14 20:27:43,51.26.117.79,SF,Exploits,0.682
2025-05-14 20:27:44,154.237.26.252,SF,Exploits,0.634
2025-05-14 20:27:44,25.63.146.185,SF,Fuzzers,0.683
2025-05-14 20:27:44,238.189.211.98,SF,Exploits,0.711
2025-05-14 20:27:44,223.188.38.184,SF,Exploits,0.667
2025-05-14 20:27:44,53.11.62.233,SF,Exploits,0.659
2025-05-14 20:27:45,151.109.206.236,SF,Fuzzers,0.606
2025-05-14 20:27:45,186.238.30.7,SF,Exploits,0.672
2025-05-14 20:27:45,62.204.20.53,SF,Exploits,0.617
2025-05-14 20:27:45,249.50.31.182,SF,Exploits,0.617
2025-05-14 20:27:46,102.242.236.188,SF,Exploits,0.664
2025-05-14 20:27:46,25.236.122.87,SF,Exploits,0.661
2025-05-14 20:27:46,212.69.16.52,SF,Exploits,0.614
2025-05-14 20:27:46,214.233.14.46,SF,Fuzzers,0.618
2025-05-14 20:27:46,168.142.161.221,SF,Fuzzers,0.630
2025-05-14 20:27:47,150.201.26.95,SF,Exploits,0.684
2025-05-14 20:27:47,42.84.3.213,SF,Fuzzers,0.614
2025-05-14 20:27:47,169.158.31.112,SF,Fuzzers,0.718
2025-05-14 20:27:47,4.145.169.245,SF,Exploits,0.649
2025-05-14 20:27:47,200.159.1.104,SF,Exploits,0.642
2025-05-14 20:27:48,220.246.33.88,SF,Fuzzers,0.654
2025-05-14 20:27:48,221.154.70.253,SF,Fuzzers,0.651
2025-05-14 20:27:48,211.248.157.166,SF,Exploits,0.659
2025-05-14 20:27:48,232.216.118.33,SF,Exploits,0.672
2025-05-14 20:27:48,43.8.144.26,SF,Exploits,0.614
2025-05-14 20:27:48,119.84.45.106,SF,Exploits,0.708
2025-05-14 20:27:49,13.236.19.188,SF,Fuzzers,0.651
2025-05-14 20:27:49,252.17.32.249,SF,Exploits,0.657
2025-05-14 20:27:49,64.222.177.176,SF,Fuzzers,0.634
2025-05-14 20:27:49,159.211.22.141,SF,Exploits,0.706
2025-05-14 20:27:49,221.213.64.206,SF,Fuzzers,0.703
2025-05-14 20:27:49,44.102.240.112,SF,Exploits,0.738
2025-05-14 20:27:50,143.155.211.102,SF,Exploits,0.674
2025-05-14 20:27:50,177.41.27.126,SF,Exploits,0.649
2025-05-14 20:27:50,3.108.96.83,SF,Exploits,0.655
2025-05-14 20:27:50,199.185.236.56,SF,Exploits,0.669
2025-05-14 20:27:50,189.104.206.112,SF,Exploits,0.622
2025-05-14 20:27:50,116.32.218.247,SF,Exploits,0.707
2025-05-14 20:27:51,191.11.51.86,SF,Exploits,0.646
2025-05-14 20:27:51,11.165.35.99,SF,Fuzzers,0.631
2025-05-14 20:27:51,113.5.40.53,SF,Exploits,0.634
2025-05-14 20:27:51,123.36.100.70,SF,Fuzzers,0.626
2025-05-14 20:27:51,143.129.162.18,SF,Fuzzers,0.700
2025-05-14 20:27:52,168.60.70.50,SF,Fuzzers,0.678
2025-05-14 20:27:52,5.202.44.82,REJ,Exploits,0.634
2025-05-14 20:27:53,128.232.6.197,SF,Fuzzers,0.661
2025-05-14 20:27:53,24.99.232.109,SF,Exploits,0.712
2025-05-14 20:27:53,81.69.127.108,SF,Exploits,0.606
2025-05-14 20:27:53,204.84.253.50,SF,Fuzzers,0.635
2025-05-14 20:27:53,252.184.10.71,SF,Fuzzers,0.636
2025-05-14 20:27:54,164.186.70.114,SF,Fuzzers,0.659
2025-05-14 20:27:54,56.0.46.229,SF,Exploits,0.661
2025-05-14 20:27:54,92.147.2.123,SF,Fuzzers,0.642
2025-05-14 20:27:54,93.169.26.164,SF,Exploits,0.630
2025-05-14 20:27:54,54.54.97.174,SF,Fuzzers,0.633
2025-05-14 20:27:55,31.38.253.244,SF,Exploits,0.632
2025-05-14 20:27:55,132.84.57.114,SF,Exploits,0.702
2025-05-14 20:27:55,224.173.69.223,SF,Fuzzers,0.662
